model,dataset,MAE,MSE,RMSE,MAPE,R2,EVS,run_date,ABT Window,Train Window,Test Window,Predict Date,retrained
BIMBOA.MX_lgbm,train,0.482,0.4626,0.6801,0.0084,0.9757,0.9757,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
BIMBOA.MX_lgbm,test,0.8954,1.2978,1.1392,0.0149,0.7332,0.7336,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
BIMBOA.MX_lgbm,train,0.6213,0.765,0.8746,0.0108,0.9598,0.9598,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
BIMBOA.MX_lgbm,test,0.795,1.0777,1.0381,0.0132,0.7785,0.7817,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
BIMBOA.MX_arima,train,0.7517,1.1294,1.0627,0.013,0.9407,0.9407,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
BIMBOA.MX_arima,test,0.8472,1.1151,1.056,0.0141,0.7708,0.7779,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_linreg,train,0.1755,0.0586,0.2421,0.013,0.9889,0.9889,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_linreg,test,0.3686,0.2344,0.4841,0.0183,0.7297,0.8289,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_linreg,train,0.19,0.069,0.2627,0.0141,0.9869,0.9869,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_linreg,test,0.2688,0.113,0.3361,0.0135,0.8697,0.8892,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_rf,train,0.174,0.0612,0.2473,0.0129,0.9884,0.9884,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_rf,test,0.2737,0.1089,0.33,0.0138,0.8744,0.8792,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_rf,train,0.173,0.0572,0.2392,0.0128,0.9892,0.9892,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_rf,test,0.2496,0.0968,0.3111,0.0126,0.8884,0.8903,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_xgb,train,0.1103,0.0218,0.1477,0.0083,0.9959,0.9959,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_xgb,test,0.2932,0.1364,0.3694,0.0148,0.8427,0.8642,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_xgb,train,0.1499,0.0418,0.2044,0.0111,0.9921,0.9921,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_xgb,test,0.2552,0.105,0.3241,0.0129,0.8789,0.8815,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_lgbm,train,0.1207,0.0305,0.1745,0.009,0.9942,0.9942,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_lgbm,test,0.2766,0.1252,0.3538,0.0139,0.8557,0.8798,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_lgbm,train,0.1584,0.0523,0.2288,0.0117,0.9901,0.9901,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_lgbm,test,0.2705,0.1098,0.3313,0.0136,0.8734,0.8742,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
CEMEXCPO.MX_arima,train,0.1983,0.0823,0.2868,0.0147,0.9844,0.9844,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
CEMEXCPO.MX_arima,test,0.2616,0.0997,0.3158,0.0132,0.885,0.8855,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_linreg,train,0.2831,0.1547,0.3933,0.0061,0.9909,0.9909,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_linreg,test,0.4268,0.3269,0.5718,0.0079,0.3198,0.5415,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_linreg,train,0.2942,0.1651,0.4063,0.0064,0.9903,0.9903,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_linreg,test,0.3538,0.232,0.4817,0.0065,0.5173,0.6155,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_rf,train,0.3079,0.1822,0.4268,0.0067,0.9893,0.9893,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_rf,test,0.3047,0.1659,0.4073,0.0056,0.6548,0.655,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_rf,train,0.3075,0.175,0.4183,0.0066,0.9897,0.9897,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_rf,test,0.3088,0.1677,0.4095,0.0057,0.6511,0.6511,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_xgb,train,0.1586,0.0464,0.2154,0.0034,0.9973,0.9973,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_xgb,test,0.295,0.1594,0.3992,0.0054,0.6684,0.7113,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_xgb,train,0.2668,0.1214,0.3484,0.0058,0.9929,0.9929,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_xgb,test,0.3022,0.1669,0.4086,0.0056,0.6527,0.6534,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_lgbm,train,0.2304,0.1045,0.3233,0.005,0.9939,0.9939,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_lgbm,test,0.3149,0.1788,0.4229,0.0058,0.6279,0.6318,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_lgbm,train,0.2839,0.1603,0.4004,0.0062,0.9906,0.9906,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_lgbm,test,0.3071,0.1684,0.4104,0.0057,0.6495,0.6531,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
EEM_arima,train,0.3488,0.2538,0.5038,0.0076,0.9851,0.9851,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
EEM_arima,test,0.3223,0.1776,0.4214,0.0059,0.6305,0.6345,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_linreg,train,1.6987,4.5823,2.1406,0.0107,0.9786,0.9786,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_linreg,test,2.3785,8.6661,2.9438,0.0138,0.4872,0.5391,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_linreg,train,1.818,5.1275,2.2644,0.0114,0.976,0.976,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_linreg,test,2.4108,8.3218,2.8848,0.0139,0.5075,0.5078,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_rf,train,1.913,6.029,2.4554,0.0121,0.9718,0.9718,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_rf,test,1.9383,7.668,2.7691,0.0111,0.5462,0.5484,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_rf,train,1.8948,5.7143,2.3905,0.012,0.9733,0.9733,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_rf,test,1.8917,7.3758,2.7158,0.0109,0.5635,0.5653,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_xgb,train,0.8891,1.3316,1.154,0.0056,0.9938,0.9938,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_xgb,test,2.339,8.5437,2.923,0.0135,0.4944,0.5491,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_xgb,train,1.7256,4.6155,2.1484,0.011,0.9784,0.9784,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_xgb,test,1.9486,7.8338,2.7989,0.0112,0.5364,0.5416,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_lgbm,train,1.354,3.0652,1.7508,0.0086,0.9857,0.9857,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_lgbm,test,2.0522,7.9702,2.8232,0.0118,0.5284,0.5303,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_lgbm,train,1.7213,4.9527,2.2255,0.0109,0.9768,0.9768,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_lgbm,test,1.8825,7.1699,2.6777,0.0109,0.5757,0.5808,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GFNORTEO.MX_arima,train,2.195,8.1323,2.8517,0.0139,0.962,0.962,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GFNORTEO.MX_arima,test,2.0806,8.7057,2.9505,0.012,0.4848,0.4942,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_linreg,train,2.3169,8.8809,2.9801,0.0078,0.9941,0.9941,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_linreg,test,4.724,36.1905,6.0159,0.0122,0.7703,0.7809,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_linreg,train,2.448,9.9367,3.1523,0.0082,0.9934,0.9934,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_linreg,test,4.09,27.7934,5.2719,0.0106,0.8236,0.8237,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_rf,train,2.3932,10.6716,3.2667,0.008,0.9929,0.9929,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_rf,test,3.0445,21.0871,4.5921,0.0078,0.8661,0.8713,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_rf,train,2.1726,7.6165,2.7598,0.0073,0.9949,0.9949,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_rf,test,3.9106,28.652,5.3528,0.0099,0.8181,0.8231,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_xgb,train,1.6797,4.5912,2.1427,0.0057,0.9969,0.9969,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_xgb,test,4.0871,29.4936,5.4308,0.0105,0.8128,0.851,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_xgb,train,2.1767,8.0412,2.8357,0.0073,0.9946,0.9946,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_xgb,test,4.3455,33.6755,5.8031,0.011,0.7862,0.8136,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_lgbm,train,1.9196,6.8526,2.6177,0.0065,0.9954,0.9954,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_lgbm,test,3.5413,24.9997,5.0,0.0091,0.8413,0.8475,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_lgbm,train,2.3518,10.5981,3.2555,0.0078,0.9929,0.9929,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_lgbm,test,3.1436,23.0989,4.8061,0.0081,0.8534,0.859,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
GLD_arima,train,2.7957,15.4756,3.9339,0.0092,0.9897,0.9897,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
GLD_arima,test,3.0236,20.106,4.484,0.0078,0.8724,0.8734,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_linreg,train,0.2326,0.0885,0.2975,0.0025,0.9569,0.9569,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_linreg,test,0.2652,0.0999,0.3161,0.0027,0.3549,0.4326,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_linreg,train,0.2568,0.1094,0.3307,0.0027,0.9468,0.9468,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_linreg,test,0.1951,0.0616,0.2482,0.002,0.6022,0.6153,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_rf,train,0.2128,0.0706,0.2657,0.0022,0.9656,0.9657,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_rf,test,0.2019,0.0669,0.2587,0.0021,0.568,0.5726,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_rf,train,0.2391,0.0898,0.2996,0.0025,0.9563,0.9563,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_rf,test,0.1928,0.0626,0.2502,0.002,0.5958,0.5991,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_xgb,train,0.1431,0.0337,0.1835,0.0015,0.9836,0.9836,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_xgb,test,0.2189,0.0759,0.2755,0.0023,0.51,0.5146,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_xgb,train,0.2127,0.0696,0.2638,0.0022,0.9661,0.9661,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_xgb,test,0.1856,0.0602,0.2454,0.0019,0.6112,0.6401,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_lgbm,train,0.1699,0.0472,0.2173,0.0018,0.977,0.977,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_lgbm,test,0.2042,0.067,0.2588,0.0021,0.5677,0.5913,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_lgbm,train,0.2207,0.0787,0.2805,0.0023,0.9617,0.9617,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_lgbm,test,0.2122,0.0744,0.2727,0.0022,0.5199,0.6271,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
IEF_arima,train,0.2806,0.1257,0.3545,0.003,0.9389,0.9389,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
IEF_arima,test,0.2084,0.0686,0.2619,0.0022,0.5572,0.561,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_linreg,train,3.7653,24.8057,4.9805,0.0072,0.9881,0.9881,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_linreg,test,7.5689,87.5277,9.3556,0.0124,0.1457,0.1918,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_linreg,train,4.093,29.8201,5.4608,0.0079,0.9857,0.9857,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
QQQ_linreg,test,7.5055,93.768,9.6834,0.0123,0.0848,0.2427,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
QQQ_rf,train,4.342,39.0158,6.2463,0.0084,0.9813,0.9813,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_rf,test,4.8469,42.5342,6.5218,0.0079,0.5848,0.5849,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,0
QQQ_rf,train,4.5166,39.2857,6.2678,0.0087,0.9812,0.9812,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
QQQ_rf,test,4.934,41.5568,6.4465,0.0081,0.5944,0.5983,2026-01-01T02:10:58.716572+00:00,2024-11-12 a 2025-12-30,2024-11-12 a 2025-11-03,2025-11-04 a 2025-12-30,2025-12-30,1
