model,dataset,MAE,MSE,RMSE,MAPE,R2,EVS,run_date,ABT Window,Train Window,Test Window,Predict Date,retrained
AMD_linreg,test,13.0189,301.2362,17.3562,0.062,0.2922,0.5519,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMD_rf,train,3.2905,24.4085,4.9405,0.0217,0.9904,0.9904,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMD_rf,test,6.8145,101.1924,10.0594,0.0318,0.7622,0.7647,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMD_rf,train,3.4062,23.7247,4.8708,0.0224,0.9907,0.9907,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMD_rf,test,6.6862,99.9444,9.9972,0.0311,0.7652,0.7658,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMD_xgb,train,2.2594,10.1363,3.1838,0.0154,0.996,0.996,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMD_xgb,test,7.5,116.3535,10.7867,0.0349,0.7266,0.7311,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMD_xgb,train,3.0857,18.7544,4.3306,0.0207,0.9926,0.9926,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMD_xgb,test,6.8075,104.4994,10.2225,0.0316,0.7544,0.7553,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMD_lgbm,train,2.4281,13.7169,3.7036,0.016,0.9946,0.9946,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMD_lgbm,test,7.1298,107.2643,10.3568,0.033,0.748,0.7486,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMD_lgbm,train,3.3558,25.8762,5.0869,0.0216,0.9898,0.9898,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMD_lgbm,test,6.3197,97.8662,9.8927,0.0293,0.77,0.7705,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMD_arima,train,3.8973,36.6331,6.0525,0.025,0.9856,0.9856,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMD_arima,test,6.7031,99.2222,9.961,0.0312,0.7668,0.7679,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_linreg,train,2.5638,12.4252,3.5249,0.012,0.9588,0.9588,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_linreg,test,5.0268,40.6409,6.375,0.0229,0.8517,0.8615,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_linreg,train,2.6928,14.0595,3.7496,0.0126,0.9534,0.9534,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_linreg,test,4.5076,33.5662,5.7936,0.0206,0.8775,0.8785,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_rf,train,2.8463,15.5594,3.9445,0.0133,0.9485,0.9485,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_rf,test,3.4446,18.7074,4.3252,0.0155,0.9317,0.9318,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_rf,train,2.837,15.0741,3.8825,0.0132,0.9501,0.9501,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_rf,test,3.2086,16.4797,4.0595,0.0143,0.9398,0.9399,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_xgb,train,1.3549,3.543,1.8823,0.0063,0.9883,0.9883,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_xgb,test,4.0507,24.962,4.9962,0.0182,0.9089,0.909,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_xgb,train,2.5474,11.9293,3.4539,0.0119,0.9605,0.9605,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_xgb,test,3.2442,18.6648,4.3203,0.0146,0.9319,0.9346,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_lgbm,train,2.1088,8.9808,2.9968,0.0099,0.9703,0.9703,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_lgbm,test,3.8216,23.3303,4.8301,0.0172,0.9148,0.9152,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_lgbm,train,2.6536,14.215,3.7703,0.0125,0.9529,0.9529,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_lgbm,test,3.5169,19.506,4.4166,0.0158,0.9288,0.9295,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AMZN_arima,train,3.2473,20.8722,4.5686,0.0152,0.9309,0.9309,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AMZN_arima,test,3.4721,19.9691,4.4687,0.0156,0.9271,0.9287,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_linreg,train,10.5589,205.1794,14.3241,0.0131,0.9912,0.9912,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_linreg,test,49.9027,3737.9428,61.1387,0.0359,0.2506,0.2515,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_linreg,train,12.3769,276.2168,16.6198,0.0152,0.9881,0.9881,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_linreg,test,38.2834,2250.9897,47.4446,0.0276,0.5487,0.5627,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_rf,train,11.9329,275.281,16.5916,0.0146,0.9882,0.9882,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_rf,test,29.0204,1260.1287,35.4983,0.021,0.7474,0.7496,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_rf,train,13.271,315.0281,17.749,0.0162,0.9865,0.9865,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_rf,test,28.533,1184.4598,34.416,0.0206,0.7625,0.7627,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_xgb,train,5.8671,70.8831,8.4192,0.0072,0.997,0.997,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_xgb,test,28.7683,1280.442,35.7833,0.0208,0.7433,0.7434,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_xgb,train,11.5374,237.0687,15.397,0.0142,0.9898,0.9898,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_xgb,test,29.0133,1227.6379,35.0377,0.0209,0.7539,0.7558,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_lgbm,train,9.0088,170.3861,13.0532,0.0111,0.9927,0.9927,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_lgbm,test,29.484,1312.076,36.2226,0.0213,0.737,0.7372,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_lgbm,train,11.5534,266.5895,16.3276,0.0142,0.9885,0.9885,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_lgbm,test,29.24,1252.0608,35.3845,0.0211,0.749,0.7493,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
ASML_arima,train,14.873,436.6031,20.895,0.0181,0.9812,0.9812,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
ASML_arima,test,29.3488,1227.2531,35.0322,0.0212,0.754,0.7545,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_linreg,train,5.025,47.4147,6.8858,0.0191,0.9897,0.9897,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_linreg,test,24.3508,761.5165,27.5956,0.0732,-5.6714,-0.6623,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_linreg,train,5.2445,52.2774,7.2303,0.0199,0.9887,0.9887,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_linreg,test,23.2601,683.8769,26.151,0.07,-4.9913,-0.4264,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_rf,train,5.2618,58.8307,7.6701,0.02,0.9872,0.9872,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_rf,test,6.6916,76.1184,8.7246,0.0202,0.3331,0.3574,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_rf,train,5.4771,58.4797,7.6472,0.0209,0.9873,0.9873,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_rf,test,6.8889,77.331,8.7938,0.0209,0.3225,0.3662,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_xgb,train,3.3524,22.2439,4.7163,0.0128,0.9952,0.9952,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_xgb,test,7.1072,82.2995,9.0719,0.0215,0.279,0.3278,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_xgb,train,4.7766,44.6049,6.6787,0.0184,0.9903,0.9903,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_xgb,test,6.4151,70.8471,8.4171,0.0194,0.3793,0.3957,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_lgbm,train,3.7877,31.3728,5.6011,0.0144,0.9932,0.9932,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_lgbm,test,7.2966,83.398,9.1323,0.022,0.2694,0.2753,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_lgbm,train,5.0212,53.3959,7.3072,0.019,0.9884,0.9884,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_lgbm,test,6.3425,66.1092,8.1308,0.0192,0.4208,0.4646,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
AVGO_arima,train,5.9047,79.0627,8.8917,0.0222,0.9829,0.9829,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
AVGO_arima,test,6.45,70.672,8.4067,0.0195,0.3809,0.3862,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_linreg,train,3.1923,20.3084,4.5065,0.0064,0.9341,0.9341,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_linreg,test,5.2201,52.8657,7.2709,0.0107,0.3687,0.4658,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_linreg,train,3.3172,21.6163,4.6493,0.0067,0.9299,0.9299,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_linreg,test,4.2742,37.0222,6.0846,0.0087,0.5579,0.594,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_rf,train,3.5285,24.2288,4.9223,0.0071,0.9214,0.9214,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_rf,test,4.1654,38.0472,6.1682,0.0085,0.5457,0.5472,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_rf,train,3.56,20.9905,4.5815,0.0072,0.9319,0.9319,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_rf,test,4.0861,37.2683,6.1048,0.0083,0.555,0.5567,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_xgb,train,2.3887,9.5515,3.0906,0.0048,0.969,0.969,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_xgb,test,4.5469,41.5372,6.4449,0.0093,0.504,0.5099,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_xgb,train,2.2427,8.3251,2.8853,0.0045,0.973,0.973,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_xgb,test,4.2162,39.3057,6.2694,0.0086,0.5306,0.5325,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_lgbm,train,2.7908,15.5479,3.9431,0.0056,0.9496,0.9496,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_lgbm,test,4.5432,41.8531,6.4694,0.0093,0.5002,0.5126,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_lgbm,train,3.401,23.0468,4.8007,0.0069,0.9252,0.9252,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_lgbm,test,4.1112,38.731,6.2234,0.0084,0.5375,0.5541,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
BRK-B_arima,train,4.05,34.9003,5.9076,0.0081,0.8868,0.8868,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
BRK-B_arima,test,4.2627,39.7117,6.3017,0.0087,0.5258,0.5258,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_linreg,train,5.1171,50.2107,7.0859,0.0122,0.9944,0.9944,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_linreg,test,20.8155,653.8475,25.5704,0.0293,0.7845,0.8462,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_linreg,train,5.2783,52.7621,7.2638,0.0126,0.9941,0.9941,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_linreg,test,21.5266,686.6498,26.204,0.0303,0.7737,0.8602,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_rf,train,5.2713,57.8924,7.6087,0.0126,0.9935,0.9935,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_rf,test,15.2523,375.0932,19.3673,0.0219,0.8764,0.9146,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_rf,train,5.2715,54.2028,7.3623,0.0127,0.9939,0.9939,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_rf,test,17.0422,476.173,21.8214,0.0245,0.8431,0.9178,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,1
CAT_xgb,train,3.4929,23.0809,4.8043,0.0085,0.9974,0.9974,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
CAT_xgb,test,18.7419,543.3353,23.3096,0.027,0.8209,0.9163,2026-03-06T20:44:16.588836+00:00,2025-01-15 a 2026-03-04,2025-01-15 a 2026-01-06,2026-01-07 a 2026-03-04,2026-03-04,0
