ticker,model,pred,real,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,MAE,MSE,RMSE,MAPE,R2,EVS
SPY,arima,657.6290908785905,660.9099731445312,0.2191177340592958,3.5,0.00033330454816681476,0.00532392288370491,True,2025-09-15,3.2809,10.7642,3.2809,0.005,,1.0
SPY,lgbm,653.5707246008095,660.9099731445312,-3.8392485437217374,3.5,-0.005839960908043116,0.00532392288370491,False,2025-09-15,7.3392,53.8646,7.3392,0.0111,,1.0
SPY,Top3Ensamble,654.4604414991148,660.9099731445312,-2.949531645416414,3.5,-0.004486594006641212,0.00532392288370491,False,2025-09-15,6.4495,41.5965,6.4495,0.0098,,1.0
VNQ,xgb,92.9127100557089,92.66000366210938,0.10271249711513519,-0.1499938964843892,0.0011066964747013346,-0.0016161394292645414,False,2025-09-15,0.2527,0.0639,0.2527,0.0027,,1.0
VNQ,lgbm,93.20576799713396,92.66000366210938,0.3957704385401968,-0.1499938964843892,0.0042643082528941445,-0.0016161394292645414,False,2025-09-15,0.5458,0.2979,0.5458,0.0059,,1.0
VNQ,rf,92.75890951768844,92.66000366210938,-0.05108804090532715,-0.1499938964843892,-0.0005504583800152966,-0.0016161394292645414,True,2025-09-15,0.0989,0.0098,0.0989,0.0011,,1.0
VNQ,Top3Ensamble,92.95912919017708,92.66000366210938,0.149131631583316,-0.1499938964843892,0.0016068487825265233,-0.0016161394292645414,False,2025-09-15,0.2991,0.0895,0.2991,0.0032,,1.0
WALMEX.MX,linreg,55.34861770201542,56.77999877929688,0.10861602354862043,1.5399971008300852,0.0019662567025402577,0.027878295692202962,True,2025-09-15,1.4314,2.0489,1.4314,0.0252,,1.0
WALMEX.MX,rf,55.35589411976334,56.77999877929688,0.11589244129654475,1.5399971008300852,0.0020979804086740457,0.027878295692202962,True,2025-09-15,1.4241,2.0281,1.4241,0.0251,,1.0
WALMEX.MX,arima,55.12704208983568,56.77999877929688,-0.11295958863111366,1.5399971008300852,-0.0020448874945481156,0.027878295692202962,False,2025-09-15,1.653,2.7323,1.653,0.0291,,1.0
WALMEX.MX,Top3Ensamble,55.27718463720481,56.77999877929688,0.037182958738014804,1.5399971008300852,0.0006731165388886865,0.027878295692202962,True,2025-09-15,1.5028,2.2585,1.5028,0.0265,,1.0
