ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS,residual
TSM,linreg,340.43777602648805,326.1099853515625,2026-03-26 00:00:00,-7.312223973511948,-21.6400146484375,-0.0210272436333916,-0.0622286546324586,True,2026-03-26,False,False,14.3278,205.2856,14.3278,0.0439,,1.0,14.327790674925552
TSM,rf,345.91543383558246,326.1099853515625,2026-03-26 00:00:00,-1.834566164417538,-21.6400146484375,-0.0052755317452696,-0.0622286546324586,True,2026-03-26,False,False,19.8054,392.2558,19.8054,0.0607,,1.0,19.805448484019962
TSM,arima,347.5980028532491,326.1099853515625,2026-03-26 00:00:00,-0.1519971467508867,-21.6400146484375,-0.0004370874097796,-0.0622286546324586,True,2026-03-26,False,False,21.488,461.7349,21.488,0.0659,,1.0,21.488017501686613
TSM,Top3Ensamble,345.98461362696327,326.1099853515625,2026-03-26 00:00:00,-1.7653863730367334,-21.6400146484375,-0.0050765963279273,-0.0622286546324586,True,2026-03-26,False,False,19.8746,395.0008,19.8746,0.0609,,1.0,19.874628275400767
UNH,xgb,277.37105083465576,268.04998779296875,2026-03-26 00:00:00,6.821063041687012,-2.5,0.025211840138417,-0.0092404365655084,False,2026-03-26,False,False,9.3211,86.8822,9.3211,0.0348,,1.0,9.321063041687012
UNH,lgbm,276.34288585148346,268.04998779296875,2026-03-26 00:00:00,5.792898058514709,-2.5,0.0214115628160647,-0.0092404365655084,False,2026-03-26,False,False,8.2929,68.7722,8.2929,0.0309,,1.0,8.292898058514709
UNH,rf,274.7122181452676,268.04998779296875,2026-03-26 00:00:00,4.162230352298877,-2.5,0.0153843302165805,-0.0092404365655084,False,2026-03-26,False,False,6.6622,44.3853,6.6622,0.0249,,1.0,6.662230352298877
UNH,linreg,277.59198836714086,268.04998779296875,2026-03-26 00:00:00,7.042000574172107,-2.5,0.0260284638399644,-0.0092404365655084,False,2026-03-26,False,False,9.542,91.0498,9.542,0.0356,,1.0,9.542000574172107
UNH,arima,270.7414766163131,268.04998779296875,2026-03-26 00:00:00,0.1914888233443434,-2.5,0.0007077761300469,-0.0092404365655084,False,2026-03-26,False,False,2.6915,7.2441,2.6915,0.01,,1.0,2.6914888233443435
UNH,Top3Ensamble,276.14205161046897,268.04998779296875,2026-03-26 00:00:00,5.592063817500218,-2.5,0.0206692443903542,-0.0092404365655084,False,2026-03-26,False,False,8.0921,65.4815,8.0921,0.0302,,1.0,8.092063817500218
V,xgb,309.9283013343811,305.5299987792969,2026-03-26 00:00:00,5.0182976722717285,0.6199951171875,0.0164582913384266,0.0020333708626843,True,2026-03-26,False,False,4.3983,19.3451,4.3983,0.0144,,1.0,4.3983025550842285
V,lgbm,309.7684662029849,305.5299987792969,2026-03-26 00:00:00,4.858462540875507,0.6199951171875,0.015934087050353,0.0020333708626843,True,2026-03-26,False,False,4.2385,17.9646,4.2385,0.0139,,1.0,4.238467423688007
V,arima,304.73224594568035,305.5299987792969,2026-03-26 00:00:00,-0.1777577164290278,0.6199951171875,-0.0005829842061397,0.0020333708626843,False,2026-03-26,False,False,0.7978,0.6364,0.7978,0.0026,,1.0,-0.7977528336165278
V,linreg,324.41656124821475,305.5299987792969,2026-03-26 00:00:00,19.506557586105373,0.6199951171875,0.0639748035545657,0.0020333708626843,True,2026-03-26,False,False,18.8866,356.7022,18.8866,0.0618,,1.0,18.886562468917873
V,rf,308.2344631181396,305.5299987792969,2026-03-26 00:00:00,3.3244594560302403,0.6199951171875,0.0109030842415858,0.0020333708626843,True,2026-03-26,False,False,2.7045,7.3141,2.7045,0.0089,,1.0,2.7044643388427403
V,Top3Ensamble,307.5783917556016,305.5299987792969,2026-03-26 00:00:00,2.66838809349224,0.6199951171875,0.0087513956952663,0.0020333708626843,True,2026-03-26,False,False,2.0484,4.1959,2.0484,0.0067,,1.0,2.04839297630474
WMT,arima,123.18286641753896,122.18000030517578,2026-03-26 00:00:00,0.1228688589451962,-0.879997253417983,0.0009984467851682,-0.0071509610830195,False,2026-03-26,False,False,1.0029,1.0057,1.0029,0.0082,,1.0,1.0028661123631792
WMT,linreg,118.42576225898036,122.18000030517578,2026-03-26 00:00:00,-4.634235299613408,-0.879997253417983,-0.0376583405781953,-0.0071509610830195,True,2026-03-26,False,False,3.7542,14.0943,3.7542,0.0307,,1.0,-3.7542380461954252
WMT,xgb,122.4246760606766,122.18000030517578,2026-03-26 00:00:00,-0.6353214979171611,-0.879997253417983,-0.0051626971438436,-0.0071509610830195,True,2026-03-26,False,False,0.2447,0.0599,0.2447,0.002,,1.0,0.24467575550082188
WMT,lgbm,122.6134898332558,122.18000030517578,2026-03-26 00:00:00,-0.4465077253379661,-0.879997253417983,-0.0036283742418031,-0.0071509610830195,True,2026-03-26,False,False,0.4335,0.1879,0.4335,0.0035,,1.0,0.43348952808001684
WMT,rf,122.8419948766894,122.18000030517578,2026-03-26 00:00:00,-0.2180026819043661,-0.879997253417983,-0.0017715154089822,-0.0071509610830195,True,2026-03-26,False,False,0.662,0.4382,0.662,0.0054,,1.0,0.6619945715136168
WMT,Top3Ensamble,122.87945037582806,122.18000030517578,2026-03-26 00:00:00,-0.1805471827657072,-0.879997253417983,-0.0014671476218723,-0.0071509610830195,True,2026-03-26,False,False,0.6995,0.4892,0.6995,0.0057,,1.0,0.6994500706522757
XOM,linreg,152.34083469983665,165.42999267578125,2026-03-26 00:00:00,-10.91915980699929,2.1699981689453125,-0.066882029734125,0.013291671211311,False,2026-03-26,False,False,13.0892,171.3261,13.0892,0.0791,,1.0,-13.089157975944602
XOM,lgbm,163.57721088302782,165.42999267578125,2026-03-26 00:00:00,0.3172163761918796,2.1699981689453125,0.0019430135174884,0.013291671211311,True,2026-03-26,False,False,1.8528,3.4328,1.8528,0.0112,,1.0,-1.852781792753433
XOM,rf,161.57751605980982,165.42999267578125,2026-03-26 00:00:00,-1.6824784470261136,2.1699981689453125,-0.0103055157640328,0.013291671211311,False,2026-03-26,False,False,3.8525,14.8416,3.8525,0.0233,,1.0,-3.852476615971426
XOM,xgb,161.18714714050293,165.42999267578125,2026-03-26 00:00:00,-2.072847366333008,2.1699981689453125,-0.0126966031855784,0.013291671211311,False,2026-03-26,False,False,4.2428,18.0017,4.2428,0.0256,,1.0,-4.24284553527832
XOM,arima,163.27679502710222,165.42999267578125,2026-03-26 00:00:00,0.0168005202662868,2.1699981689453125,0.0001029065345557,0.013291671211311,True,2026-03-26,False,False,2.1532,4.6363,2.1532,0.013,,1.0,-2.1531976486790256
XOM,Top3Ensamble,162.81050732331332,165.42999267578125,2026-03-26 00:00:00,-0.4494871835226206,2.1699981689453125,-0.0027531985706626,0.013291671211311,False,2026-03-26,False,False,2.6195,6.8617,2.6195,0.0158,,1.0,-2.619485352467933
AAPL,arima,251.24874005637932,252.6199951171875,2026-03-25 00:00:00,-0.3912593332690903,0.9799957275390624,-0.0015548376022019,0.0038944354232873,False,2026-03-25,False,False,1.3713,1.8803,1.3713,0.0054,,1.0,-1.3712550608081813
AAPL,lgbm,249.00835781245308,252.6199951171875,2026-03-25 00:00:00,-2.631641577195353,0.9799957275390624,-0.0104579621029184,0.0038944354232873,False,2026-03-25,False,False,3.6116,13.0439,3.6116,0.0143,,1.0,-3.6116373047344155
AAPL,linreg,244.5780966827496,252.6199951171875,2026-03-25 00:00:00,-7.061902706898849,0.9799957275390624,-0.0280635142426778,0.0038944354232873,False,2026-03-25,False,False,8.0419,64.6721,8.0419,0.0318,,1.0,-8.041898434437911
AAPL,xgb,251.465997248888,252.6199951171875,2026-03-25 00:00:00,-0.1740021407604501,0.9799957275390624,-0.0006914725050965,0.0038944354232873,False,2026-03-25,False,False,1.154,1.3317,1.154,0.0046,,1.0,-1.1539978682995127
AAPL,rf,251.44685134852227,252.6199951171875,2026-03-25 00:00:00,-0.1931480411261645,0.9799957275390624,-0.0007675569925077,0.0038944354232873,False,2026-03-25,False,False,1.1731,1.3763,1.1731,0.0046,,1.0,-1.173143768665227
AAPL,Top3Ensamble,250.6404021366211,252.6199951171875,2026-03-25 00:00:00,-0.999597253027332,0.9799957275390624,-0.0039723305335075,0.0038944354232873,False,2026-03-25,False,False,1.9796,3.9188,1.9796,0.0078,,1.0,-1.9795929805663945
AMD,rf,206.14081892491413,220.2700042724609,2026-03-25 00:00:00,0.7708238077266287,14.900009155273407,0.0037533419002458,0.0725520256587201,True,2026-03-25,False,False,14.1292,199.6339,14.1292,0.0641,,1.0,-14.12918534754678
AMD,xgb,205.3901752848178,220.2700042724609,2026-03-25 00:00:00,0.0201801676302864,14.900009155273407,9.826249262347828e-05,0.0725520256587201,True,2026-03-25,False,False,14.8798,221.4093,14.8798,0.0676,,1.0,-14.879828987643123
AMD,lgbm,204.3632902291233,220.2700042724609,2026-03-25 00:00:00,-1.0067048880641778,14.900009155273407,-0.0049019083215624,0.0725520256587201,False,2026-03-25,False,False,15.9067,253.0236,15.9067,0.0722,,1.0,-15.906714043337615
AMD,arima,205.953606191646,220.2700042724609,2026-03-25 00:00:00,0.5836110744585028,14.900009155273407,0.0028417543377039,0.0725520256587201,True,2026-03-25,False,False,14.3164,204.9593,14.3164,0.065,,1.0,-14.316398080814906
AMD,linreg,204.9694838696359,220.2700042724609,2026-03-25 00:00:00,-0.4005112475516057,14.900009155273407,-0.0019501935875446,0.0725520256587201,False,2026-03-25,False,False,15.3005,234.1059,15.3005,0.0695,,1.0,-15.300520402825015
AMD,Top3Ensamble,205.48590511522784,220.2700042724609,2026-03-25 00:00:00,0.1159099980403368,14.900009155273407,0.0005643959721292,0.0725520256587201,True,2026-03-25,False,False,14.7841,218.5696,14.7841,0.0671,,1.0,-14.784099157233072
AMZN,lgbm,207.3127845292767,211.7100067138672,2026-03-25 00:00:00,0.072779036112621,4.470001220703097,0.0003511823691542,0.0215692004546416,True,2026-03-25,False,False,4.3972,19.3356,4.3972,0.0208,,1.0,-4.3972221845904755
AMZN,linreg,203.5743798655696,211.7100067138672,2026-03-25 00:00:00,-3.665625627594494,4.470001220703097,-0.0176878282688301,0.0215692004546416,False,2026-03-25,False,False,8.1356,66.1884,8.1356,0.0384,,1.0,-8.13562684829759
AMZN,arima,206.91876368062103,211.7100067138672,2026-03-25 00:00:00,-0.3212418125430645,4.470001220703097,-0.0015500955608383,0.0215692004546416,False,2026-03-25,False,False,4.7912,22.956,4.7912,0.0226,,1.0,-4.791243033246161
AMZN,xgb,206.26838362216952,211.7100067138672,2026-03-25 00:00:00,-0.971621870994568,4.470001220703097,-0.0046883895253834,0.0215692004546416,False,2026-03-25,False,False,5.4416,29.6113,5.4416,0.0257,,1.0,-5.4416230916976644
AMZN,rf,207.6903545437284,211.7100067138672,2026-03-25 00:00:00,0.4503490505643128,4.470001220703097,0.0021730797077167,0.0215692004546416,True,2026-03-25,False,False,4.0197,16.1576,4.0197,0.019,,1.0,-4.019652170138784
AMZN,Top3Ensamble,207.09050756505823,211.7100067138672,2026-03-25 00:00:00,-0.149497928105859,4.470001220703097,-0.0007213758161707,0.0215692004546416,False,2026-03-25,False,False,4.6195,21.3398,4.6195,0.0218,,1.0,-4.619499148808956
ASML,rf,1399.7423243457963,1393.8900146484375,2026-03-25 00:00:00,0.3222804004838053,-5.530029296875,0.0002302956870441,-0.0039516579177217,False,2026-03-25,False,False,5.8523,34.2495,5.8523,0.0042,,1.0,5.852309697358805
ASML,xgb,1399.1318792700768,1393.8900146484375,2026-03-25 00:00:00,-0.2881646752357483,-5.530029296875,-0.0002059172129786,-0.0039516579177217,True,2026-03-25,False,False,5.2419,27.4771,5.2419,0.0038,,1.0,5.241864621639252
ASML,linreg,1509.3655500778736,1393.8900146484375,2026-03-25 00:00:00,109.94550613256116,-5.530029296875,0.0785650502922607,-0.0039516579177217,False,2026-03-25,False,False,115.4755,13334.5993,115.4755,0.0828,,1.0,115.47553542943615
ASML,lgbm,1396.8447812207503,1393.8900146484375,2026-03-25 00:00:00,-2.575262724562208,-5.530029296875,-0.0018402357002847,-0.0039516579177217,True,2026-03-25,False,False,2.9548,8.7306,2.9548,0.0021,,1.0,2.954766572312792
ASML,arima,1401.0656461034098,1393.8900146484375,2026-03-25 00:00:00,1.6456021580972902,-5.530029296875,0.0011759172417296,-0.0039516579177217,False,2026-03-25,False,False,7.1756,51.4897,7.1756,0.0051,,1.0,7.17563145497229
ASML,Top3Ensamble,1399.9799499064277,1393.8900146484375,2026-03-25 00:00:00,0.5599059611151915,-5.530029296875,0.0004000985719317,-0.0039516579177217,False,2026-03-25,False,False,6.0899,37.0873,6.0899,0.0044,,1.0,6.0899352579901915
AVGO,linreg,315.14604184782934,318.8099975585937,2026-03-25 00:00:00,-3.1439666970925373,0.5199890136718182,-0.0098776795145575,0.001633695685419,False,2026-03-25,False,False,3.664,13.4246,3.664,0.0115,,1.0,-3.6639557107643554
AVGO,rf,326.24406946703,318.8099975585937,2026-03-25 00:00:00,7.954060922108113,0.5199890136718182,0.0249899799194781,0.001633695685419,True,2026-03-25,False,False,7.4341,55.2654,7.4341,0.0233,,1.0,7.4340719084362945
AVGO,xgb,318.29822221398354,318.8099975585937,2026-03-25 00:00:00,0.0082136690616607,0.5199890136718182,2.580561387776497e-05,0.001633695685419,True,2026-03-25,False,False,0.5118,0.2619,0.5118,0.0016,,1.0,-0.5117753446101574
AVGO,lgbm,319.9581425646644,318.8099975585937,2026-03-25 00:00:00,1.6681340197425245,0.5199890136718182,0.0052409248639895,0.001633695685419,True,2026-03-25,False,False,1.1481,1.3182,1.1481,0.0036,,1.0,1.1481450060707061
AVGO,arima,318.7683563128294,318.8099975585937,2026-03-25 00:00:00,0.4783477679075076,0.5199890136718182,0.0015028676837651,0.001633695685419,True,2026-03-25,False,False,0.0416,0.0017,0.0416,0.0001,,1.0,-0.0416412457643105
AVGO,Top3Ensamble,319.0082403638258,318.8099975585937,2026-03-25 00:00:00,0.7182318189039165,0.5199890136718182,0.0022565327205442,0.001633695685419,True,2026-03-25,False,False,0.1982,0.0393,0.1982,0.0006,,1.0,0.19824280523209836
BRK-B,rf,479.6169800849773,476.1900024414063,2026-03-25 00:00:00,0.2869935127116605,-3.139984130859318,0.0005987389079577,-0.0065507775829207,False,2026-03-25,False,False,3.427,11.7442,3.427,0.0072,,1.0,3.4269776435709787
BRK-B,linreg,482.9863159639017,476.1900024414063,2026-03-25 00:00:00,3.656329391636064,-3.139984130859318,0.0076280005300374,-0.0065507775829207,False,2026-03-25,False,False,6.7963,46.1899,6.7963,0.0143,,1.0,6.796313522495382
BRK-B,xgb,483.9212684631348,476.1900024414063,2026-03-25 00:00:00,4.5912818908691975,-3.139984130859318,0.0095785409206335,-0.0065507775829207,False,2026-03-25,False,False,7.7313,59.7725,7.7313,0.0162,,1.0,7.731266021728516
BRK-B,lgbm,481.66852542963824,476.1900024414063,2026-03-25 00:00:00,2.338538857372612,-3.139984130859318,0.0048787660335956,-0.0065507775829207,False,2026-03-25,False,False,5.4785,30.0142,5.4785,0.0115,,1.0,5.47852298823193
BRK-B,arima,479.47162401245487,476.1900024414063,2026-03-25 00:00:00,0.1416374401892426,-3.139984130859318,0.0002954904640999,-0.0065507775829207,False,2026-03-25,False,False,3.2816,10.769,3.2816,0.0069,,1.0,3.281621571048561
BRK-B,Top3Ensamble,481.4239404928391,476.1900024414063,2026-03-25 00:00:00,2.093953920573483,-3.139984130859318,0.0043685018238636,-0.0065507775829207,False,2026-03-25,False,False,5.2339,27.3941,5.2339,0.011,,1.0,5.233938051432801
CAT,linreg,720.353869682968,719.0399780273438,2026-03-25 00:00:00,3.723864800155525,2.40997314453125,0.0051963562435045,0.003362925258656,True,2026-03-25,False,False,1.3139,1.7263,1.3139,0.0018,,1.0,1.3138916556242748
CAT,rf,709.1478311443267,719.0399780273438,2026-03-25 00:00:00,-7.482173738485812,2.40997314453125,-0.0104407765339233,0.003362925258656,False,2026-03-25,False,False,9.8921,97.8546,9.8921,0.0138,,1.0,-9.892146883017062
CAT,arima,717.6711856449866,719.0399780273438,2026-03-25 00:00:00,1.0411807621741218,2.40997314453125,0.0014528846895608,0.003362925258656,True,2026-03-25,False,False,1.3688,1.8736,1.3688,0.0019,,1.0,-1.3687923823571282
CAT,lgbm,712.8973496655868,719.0399780273438,2026-03-25 00:00:00,-3.7326552172256697,2.40997314453125,-0.0052086225692378,0.003362925258656,False,2026-03-25,False,False,6.1426,37.7319,6.1426,0.0085,,1.0,-6.14262836175692
CAT,xgb,697.0870189666748,719.0399780273438,2026-03-25 00:00:00,-19.54298591613769,2.40997314453125,-0.0272706777318561,0.003362925258656,False,2026-03-25,False,False,21.953,481.9324,21.953,0.0305,,1.0,-21.952959060668945
CAT,Top3Ensamble,713.2387888183001,719.0399780273438,2026-03-25 00:00:00,-3.3912160645123777,2.40997314453125,-0.0047321714712,0.003362925258656,False,2026-03-25,False,False,5.8012,33.6538,5.8012,0.0081,,1.0,-5.801189209043628
COST,lgbm,971.1655145090828,974.8599853515624,2026-03-25 00:00:00,-2.6544928151359954,1.0399780273436363,-0.0027258556973272,0.001067936599702,False,2026-03-25,False,False,3.6945,13.6491,3.6945,0.0038,,1.0,-3.6944708424796318
COST,rf,974.3319064028768,974.8599853515624,2026-03-25 00:00:00,0.5118990786580753,1.0399780273436363,0.0005256608765562,0.001067936599702,True,2026-03-25,False,False,0.5281,0.2789,0.5281,0.0005,,1.0,-0.528078948685561
COST,linreg,933.1054913911596,974.8599853515624,2026-03-25 00:00:00,-40.71451593305915,1.0399780273436363,-0.0418090772697627,0.001067936599702,False,2026-03-25,False,False,41.7545,1743.4378,41.7545,0.0428,,1.0,-41.75449396040278
COST,arima,973.9388453251398,974.8599853515624,2026-03-25 00:00:00,0.1188380009210732,1.0399780273436363,0.0001220328192348,0.001067936599702,True,2026-03-25,False,False,0.9211,0.8485,0.9211,0.0009,,1.0,-0.9211400264225631
COST,xgb,968.3637428283693,974.8599853515624,2026-03-25 00:00:00,-5.456264495849496,1.0399780273436363,-0.0056029496773657,0.001067936599702,False,2026-03-25,False,False,6.4962,42.2012,6.4962,0.0067,,1.0,-6.496242523193132
COST,Top3Ensamble,971.2870545801096,974.8599853515624,2026-03-25 00:00:00,-2.5329527441091386,1.0399780273436363,-0.0026010481660455,0.001067936599702,False,2026-03-25,False,False,3.5729,12.7658,3.5729,0.0037,,1.0,-3.572930771452775
CRM,arima,182.66902098108488,181.9600067138672,2026-03-25 00:00:00,-0.3509832913760249,-1.0599975585937216,-0.0019177318499759,-0.0057917032775046,True,2026-03-25,False,False,0.709,0.5027,0.709,0.0039,,1.0,0.7090142672176967
CRM,rf,187.43484164251072,181.9600067138672,2026-03-25 00:00:00,4.41483737004981,-1.0599975585937216,0.0241221575073152,-0.0057917032775046,False,2026-03-25,False,False,5.4748,29.9738,5.4748,0.0301,,1.0,5.474834928643531
CRM,linreg,198.12077962525967,181.9600067138672,2026-03-25 00:00:00,15.100775352798763,-1.0599975585937216,0.0825088788126041,-0.0057917032775046,False,2026-03-25,False,False,16.1608,261.1706,16.1608,0.0888,,1.0,16.160772911392485
CRM,lgbm,186.2598733640492,181.9600067138672,2026-03-25 00:00:00,3.239869091588247,-1.0599975585937216,0.017702267598929,-0.0057917032775046,False,2026-03-25,False,False,4.2999,18.4889,4.2999,0.0236,,1.0,4.299866650182025
CRM,xgb,185.0135089159012,181.9600067138672,2026-03-25 00:00:00,1.9935046434403036,-1.0599975585937216,0.010892277329819,-0.0057917032775046,False,2026-03-25,False,False,3.0535,9.3239,3.0535,0.0168,,1.0,3.053502202034025
CRM,Top3Ensamble,184.6474677536784,181.9600067138672,2026-03-25 00:00:00,1.6274634812174895,-1.0599975585937216,0.0088922710262572,-0.0057917032775046,False,2026-03-25,False,False,2.6875,7.2224,2.6875,0.0148,,1.0,2.687461039811211
GOOGL,arima,291.0331025701711,290.92999267578125,2026-03-25 00:00:00,0.5931001287648314,0.489990234375,0.0020420745206558,0.001687061803664,True,2026-03-25,False,False,0.1031,0.0106,0.1031,0.0004,,1.0,0.10310989438983142
GOOGL,linreg,294.2180080826746,290.92999267578125,2026-03-25 00:00:00,3.778005641268351,0.489990234375,0.0130078694722175,0.001687061803664,True,2026-03-25,False,False,3.288,10.811,3.288,0.0113,,1.0,3.2880154068933507
GOOGL,lgbm,292.7541650227827,290.92999267578125,2026-03-25 00:00:00,2.314162581376422,0.489990234375,0.0079677818548541,0.001687061803664,True,2026-03-25,False,False,1.8242,3.3276,1.8242,0.0063,,1.0,1.8241723470014222
GOOGL,xgb,292.44540643692017,290.92999267578125,2026-03-25 00:00:00,2.005403995513916,0.489990234375,0.0069047100215421,0.001687061803664,True,2026-03-25,False,False,1.5154,2.2965,1.5154,0.0052,,1.0,1.515413761138916
GOOGL,rf,291.5021972235554,290.92999267578125,2026-03-25 00:00:00,1.062194782149163,0.489990234375,0.0036571917546497,0.001687061803664,True,2026-03-25,False,False,0.5722,0.3274,0.5722,0.002,,1.0,0.5722045477741631
GOOGL,Top3Ensamble,292.23392289441944,290.92999267578125,2026-03-25 00:00:00,1.793920453013186,0.489990234375,0.0061765612103487,0.001687061803664,True,2026-03-25,False,False,1.3039,1.7002,1.3039,0.0045,,1.0,1.303930218638186
JNJ,linreg,238.9450749324116,239.92999267578125,2026-03-25 00:00:00,3.6750706599506486,4.659988403320341,0.0156206511378927,0.0198069805699655,True,2026-03-25,False,False,0.9849,0.9701,0.9849,0.0041,,1.0,-0.9849177433696639
JNJ,rf,235.33448695121425,239.92999267578125,2026-03-25 00:00:00,0.0644826787533361,4.659988403320341,0.0002740794728709,0.0198069805699655,True,2026-03-25,False,False,4.5955,21.1187,4.5955,0.0192,,1.0,-4.595505724567005
JNJ,lgbm,235.08183686265824,239.92999267578125,2026-03-25 00:00:00,-0.1881674098026735,4.659988403320341,-0.0007997934559679,0.0198069805699655,False,2026-03-25,False,False,4.8482,23.5046,4.8482,0.0202,,1.0,-4.8481558131230145
JNJ,arima,235.5045721326508,239.92999267578125,2026-03-25 00:00:00,0.2345678601898839,4.659988403320341,0.0009970155818003,0.0198069805699655,True,2026-03-25,False,False,4.4254,19.5843,4.4254,0.0184,,1.0,-4.425420543130457
JNJ,xgb,236.07114750146863,239.92999267578125,2026-03-25 00:00:00,0.801143229007721,4.659988403320341,0.0034052076952399,0.0198069805699655,True,2026-03-25,False,False,3.8588,14.8907,3.8588,0.0161,,1.0,-3.85884517431262
JNJ,Top3Ensamble,235.55251883225924,239.92999267578125,2026-03-25 00:00:00,0.2825145597983294,4.659988403320341,0.0012008099403575,0.0198069805699655,True,2026-03-25,False,False,4.3775,19.1623,4.3775,0.0182,,1.0,-4.3774738435220115
JPM,rf,292.6783996556178,295.4200134277344,2026-03-25 00:00:00,0.2784057591334203,3.02001953125,0.0009521400989905,0.0103283843853948,True,2026-03-25,False,False,2.7416,7.5164,2.7416,0.0093,,1.0,-2.7416137721165796
JPM,lgbm,291.31673712109045,295.4200134277344,2026-03-25 00:00:00,-1.0832567753939202,3.02001953125,-0.0037047086115104,0.0103283843853948,False,2026-03-25,False,False,4.1033,16.8369,4.1033,0.0139,,1.0,-4.10327630664392
JPM,arima,292.71463737571366,295.4200134277344,2026-03-25 00:00:00,0.3146434792292893,3.02001953125,0.0010760721128492,0.0103283843853948,True,2026-03-25,False,False,2.7054,7.3191,2.7054,0.0092,,1.0,-2.7053760520207106
JPM,linreg,292.6316886402457,295.4200134277344,2026-03-25 00:00:00,0.2316947437613521,3.02001953125,0.0007923897010865,0.0103283843853948,True,2026-03-25,False,False,2.7883,7.7748,2.7883,0.0094,,1.0,-2.788324787488648
JPM,xgb,292.8626925945282,295.4200134277344,2026-03-25 00:00:00,0.4626986980438232,3.02001953125,0.0015824169210059,0.0103283843853948,True,2026-03-25,False,False,2.5573,6.5399,2.5573,0.0087,,1.0,-2.5573208332061768
JPM,Top3Ensamble,292.2859431237455,295.4200134277344,2026-03-25 00:00:00,-0.1140507727388921,3.02001953125,-0.0003900505305046,0.0103283843853948,False,2026-03-25,False,False,3.1341,9.8224,3.1341,0.0106,,1.0,-3.134070303988892
LLY,xgb,900.350430727005,916.3099975585938,2026-03-25 00:00:00,-2.669588804244995,13.28997802734375,-0.0029562897239318,0.0147172573585272,False,2026-03-25,False,False,15.9596,254.7078,15.9596,0.0174,,1.0,-15.959566831588745
LLY,rf,913.1490999279836,916.3099975585938,2026-03-25 00:00:00,10.12908039673357,13.28997802734375,0.0112168946176757,0.0147172573585272,True,2026-03-25,False,False,3.1609,9.9913,3.1609,0.0034,,1.0,-3.1608976306101795
LLY,lgbm,908.5405266673348,916.3099975585938,2026-03-25 00:00:00,5.520507136084802,13.28997802734375,0.0061133828892857,0.0147172573585272,True,2026-03-25,False,False,7.7695,60.3647,7.7695,0.0085,,1.0,-7.769470891258948
LLY,arima,905.4285705251192,916.3099975585938,2026-03-25 00:00:00,2.4085509938691985,13.28997802734375,0.0026672177158591,0.0147172573585272,True,2026-03-25,False,False,10.8814,118.4055,10.8814,0.0119,,1.0,-10.881427033474552
LLY,linreg,900.8094272912508,916.3099975585938,2026-03-25 00:00:00,-2.210592239999187,13.28997802734375,-0.0024479991497272,0.0147172573585272,False,2026-03-25,False,False,15.5006,240.2677,15.5006,0.0169,,1.0,-15.500570267342937
LLY,Top3Ensamble,909.0393990401458,916.3099975585938,2026-03-25 00:00:00,6.019379508895781,13.28997802734375,0.0066658317409401,0.0147172573585272,True,2026-03-25,False,False,7.2706,52.8616,7.2706,0.0079,,1.0,-7.270598518447969
LMT,lgbm,601.1022715730611,624.2000122070312,2026-03-25 00:00:00,-9.067711337095147,14.030029296875,-0.0148609593901152,0.0229936406080809,False,2026-03-25,False,False,23.0977,533.5056,23.0977,0.037,,1.0,-23.097740633970147
LMT,rf,601.0596057612868,624.2000122070312,2026-03-25 00:00:00,-9.110377148869476,14.030029296875,-0.0149308838586556,0.0229936406080809,False,2026-03-25,False,False,23.1404,535.4784,23.1404,0.0371,,1.0,-23.140406445744475
LMT,linreg,613.467677375918,624.2000122070312,2026-03-25 00:00:00,3.297694465761765,14.030029296875,0.0054045504664678,0.0229936406080809,True,2026-03-25,False,False,10.7323,115.183,10.7323,0.0172,,1.0,-10.732334831113235
LMT,xgb,608.9922614097595,624.2000122070312,2026-03-25 00:00:00,-1.1777215003967283,14.030029296875,-0.0019301531268052,0.0229936406080809,False,2026-03-25,False,False,15.2078,231.2757,15.2078,0.0244,,1.0,-15.207750797271729
LMT,arima,610.0197397936172,624.2000122070312,2026-03-25 00:00:00,-0.1502431165390589,14.030029296875,-0.0002462315760314,0.0229936406080809,False,2026-03-25,False,False,14.1803,201.0801,14.1803,0.0227,,1.0,-14.180272413414059
LMT,Top3Ensamble,604.060539042655,624.2000122070312,2026-03-25 00:00:00,-6.109443867501227,14.030029296875,-0.0100126916082674,0.0229936406080809,False,2026-03-25,False,False,20.1395,405.5984,20.1395,0.0323,,1.0,-20.139473164376227
MA,lgbm,507.1166690379034,502.760009765625,2026-03-25 00:00:00,8.186676362122114,3.830017089843693,0.0164084670841627,0.0076764619206457,True,2026-03-25,False,False,4.3567,18.9805,4.3567,0.0087,,1.0,4.356659272278421
MA,rf,510.0005922355312,502.760009765625,2026-03-25 00:00:00,11.070599559749894,3.830017089843693,0.0221886832266343,0.0076764619206457,True,2026-03-25,False,False,7.2406,52.426,7.2406,0.0144,,1.0,7.240582469906201
MA,linreg,506.6580674771079,502.760009765625,2026-03-25 00:00:00,7.728074801326613,3.830017089843693,0.0154892969249666,0.0076764619206457,True,2026-03-25,False,False,3.8981,15.1949,3.8981,0.0078,,1.0,3.8980577114829202
